Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xG,xA,xGI,DEFCON,DEFCON per 90,Bonus,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW),Pens order,Corners/IFK order,Direct FK order,Rise/fall %,Change likelihood
2026-08-28,2026-08-28 15:24,1,True,359,Gomez,LIV,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,71,398,0.0,,,,-38.9,-2
2026-08-28,2026-08-28 15:24,1,True,360,Bradley,LIV,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,78,212,0.0,,,,-25.0,-2
2026-08-28,2026-08-28 15:24,1,True,361,Lucky,LIV,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,586,1086,0.0,,,,-13.7,-1
2026-08-28,2026-08-28 15:24,1,True,362,Jacquet,LIV,DEF,5.0,2.4,1.0,1,1,1.0,69,1,0,0,0.0,0.02,0.02,3,3.91,0,2.2,Available,100.0,21581,17244,0.0,,,,3.3,1
2026-08-28,2026-08-28 15:24,1,True,363,Leoni,LIV,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,177,506,0.0,,,,-13.2,-1
2026-08-28,2026-08-28 15:24,1,True,364,Tsimikas,LIV,DEF,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,325,944,0.0,,,,-39.7,-2
2026-08-28,2026-08-28 15:24,1,True,365,Ramsay,LIV,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,638,3469,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,366,Wirtz,LIV,MID,7.5,11.4,2.0,2,2,2.0,62,1,0,0,0.26,0.04,0.3,5,7.26,0,2.6,Available,,23825,114663,0.0,4.0,3.0,2.0,-37.3,-2
2026-08-28,2026-08-28 15:24,1,True,367,Gakpo,LIV,MID,7.0,6.4,12.0,12,12,12.0,90,1,1,0,0.3,0.15,0.45,12,12.0,3,2.5,Available,,192279,25791,0.0,3.0,2.0,,75.5,3
2026-08-28,2026-08-28 15:24,1,True,368,Szoboszlai,LIV,MID,7.0,43.3,8.0,8,8,8.0,90,1,1,0,0.85,0.27,1.12,7,7.0,1,2.5,Available,,229624,63288,0.0,1.0,1.0,1.0,76.1,3
2026-08-28,2026-08-28 15:24,1,True,369,Ngumoha,LIV,MID,6.0,1.1,2.0,2,2,2.0,62,1,0,0,0.04,0.02,0.06,3,4.35,0,2.2,Available,,5289,14007,0.0,,,,-36.0,-2
2026-08-28,2026-08-28 15:24,1,True,370,Chiesa,LIV,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,582,3322,0.0,,,,-45.1,-3
2026-08-28,2026-08-28 15:24,1,True,371,Gravenberch,LIV,MID,6.0,2.0,5.0,5,5,5.0,77,1,0,1,0.06,0.05,0.11,11,12.86,0,2.2,Available,,14137,14463,0.0,,,,0.9,1
2026-08-28,2026-08-28 15:24,1,True,372,Mac Allister,LIV,MID,5.5,1.6,1.0,1,1,1.0,27,0,0,0,0.0,0.01,0.01,3,10.0,0,2.0,Available,,6264,20458,0.0,5.0,,,-39.7,-2
2026-08-28,2026-08-28 15:24,1,True,373,C.Jones,LIV,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Doubtful,75.0,30,1088,0.0,,,,-81.9,-3
2026-08-28,2026-08-28 15:24,1,True,374,Endo,LIV,MID,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,100.0,474,949,0.0,,,,-31.9,-2
2026-08-28,2026-08-28 15:24,1,True,375,Nyoni,LIV,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,138,649,0.0,,,,-66.2,-3
2026-08-28,2026-08-28 15:24,1,True,376,Bajcetic,LIV,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,8,28,0.0,,,,-18.6,-1
2026-08-28,2026-08-28 15:24,1,True,377,Munoz,LIV,MID,6.5,0.6,4.0,4,4,4.0,27,0,0,1,0.1,0.04,0.14,0,0.0,0,2.3,Available,,6131,5561,0.0,,,,0.6,1
2026-08-28,2026-08-28 15:24,1,True,378,McConnell,LIV,MID,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,872,2775,0.0,,,,-30.1,-2
2026-08-28,2026-08-28 15:24,1,True,379,Isak,LIV,FWD,9.0,16.4,2.0,2,2,2.0,90,1,0,0,1.09,0.01,1.1,1,1.0,0,2.7,Available,,67795,94957,0.0,2.0,,,-6.9,-1
2026-08-28,2026-08-28 15:24,1,True,380,Ekitiké,LIV,FWD,7.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,692,3710,0.0,,,,-42.1,-3
2026-08-28,2026-08-28 15:24,1,True,381,Koumas,LIV,MID,5.0,0.0,1.0,1,1,1.0,12,0,0,0,0.03,0.0,0.03,1,7.5,0,1.5,Available,,150,198,0.0,,,,-5.9,-1
2026-08-28,2026-08-28 15:24,1,True,382,Danns,LIV,FWD,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,298,536,0.0,,,,-10.9,-1
2026-08-28,2026-08-28 15:24,1,True,383,Elliott,LIV,MID,5.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,362,1171,0.0,,,,-57.7,-3
2026-08-28,2026-08-28 15:24,1,True,384,Donnarumma,MCI,GKP,5.5,8.3,3.0,3,3,3.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,3.3,Available,,32080,42890,0.0,,,,-4.1,-1
2026-08-28,2026-08-28 15:24,1,True,385,Trafford,LEE,GKP,5.0,4.3,9.0,9,9,9.0,90,1,0,0,0.0,0.0,0.0,0,0.0,2,2.6,Available,,60661,14103,0.0,,,,16.9,1
2026-08-28,2026-08-28 15:24,1,True,386,Bettinelli,MCI,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,128,223,0.0,,,,-13.1,-1
2026-08-28,2026-08-28 15:24,1,True,387,O'Reilly,MCI,DEF,6.5,20.9,2.0,2,2,2.0,62,1,0,0,0.07,0.41,0.48,2,2.9,0,3.1,Available,,65102,101398,0.0,,,,-6.6,-1
2026-08-28,2026-08-28 15:24,1,True,388,Guéhi,MCI,DEF,6.0,19.6,10.0,10,10,10.0,90,1,1,0,0.89,0.32,1.21,4,4.0,2,2.8,Available,,173548,39233,0.0,,,,53.3,3
2026-08-28,2026-08-28 15:24,1,True,389,Matheus N.,MCI,DEF,6.0,1.5,1.0,1,1,1.0,33,0,0,0,0.0,0.04,0.04,1,2.73,0,2.1,Doubtful,75.0,3018,15524,0.0,4.0,,,-10.1,-1
2026-08-28,2026-08-28 15:24,1,True,390,Rúben,MCI,DEF,5.5,1.8,2.0,2,2,2.0,90,1,0,0,0.0,0.14,0.14,6,6.0,0,2.5,Available,,9438,11935,0.0,,,,-1.9,-1
2026-08-28,2026-08-28 15:24,1,True,391,Gvardiol,MCI,DEF,5.5,13.8,9.0,9,9,9.0,90,1,1,0,0.19,0.05,0.24,7,7.0,1,2.5,Available,,212941,33216,0.0,,,,73.3,3
2026-08-28,2026-08-28 15:24,1,True,392,Aït-Nouri,MCI,DEF,5.5,0.8,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.5,Available,,2556,15835,0.0,,,,-82.5,-3
2026-08-28,2026-08-28 15:24,1,True,393,Khusanov,MCI,DEF,5.5,1.7,2.0,2,2,2.0,90,1,0,0,0.0,0.02,0.02,4,4.0,0,2.5,Available,,5882,13790,0.0,,,,-18.7,-1
2026-08-28,2026-08-28 15:24,1,True,394,Alleyne,MCI,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,349,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,395,Lewis,MCI,DEF,4.5,0.3,1.0,1,1,1.0,56,1,0,0,0.17,0.02,0.19,2,3.21,0,1.7,Available,,3422,2392,0.0,,,,0.6,1
2026-08-28,2026-08-28 15:24,1,True,396,Vitor Reis,MCI,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,100,231,0.0,,,,-24.7,-2
2026-08-28,2026-08-28 15:24,1,True,397,Semenyo,MCI,MID,8.5,24.1,2.0,2,2,2.0,90,1,0,0,0.06,0.02,0.08,5,5.0,0,2.9,Available,,45546,161226,0.0,2.0,,,-20.2,-2
2026-08-28,2026-08-28 15:24,1,True,398,Foden,MCI,MID,7.0,4.1,1.0,1,1,1.0,81,1,0,0,0.12,0.4,0.52,6,6.67,0,2.5,Available,,18337,43042,0.0,,3.0,2.0,-28.0,-2
2026-08-28,2026-08-28 15:24,1,True,399,Cherki,MCI,MID,7.5,10.7,8.0,8,8,8.0,27,0,0,2,0.0,0.5,0.5,0,0.0,1,2.6,Available,,189334,39078,0.0,,1.0,1.0,69.5,3
2026-08-28,2026-08-28 15:24,1,True,400,Doku,MCI,MID,7.5,1.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,484,67379,0.0,3.0,,,-106.9,-5
2026-08-28,2026-08-28 15:24,1,True,401,Marmoush,TOT,FWD,7.0,1.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,33881,18577,0.0,2.0,,,6.0,1
2026-08-28,2026-08-28 15:24,1,True,402,Rodrigo,MCI,MID,6.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,786,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,403,Sávio,TOT,MID,6.5,0.9,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.3,Available,,49087,6300,0.0,,,,20.0,2
2026-08-28,2026-08-28 15:24,1,True,404,Reijnders,MCI,MID,6.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,5503,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,405,N.Gonzalez,NEW,MID,5.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,2106,1658,0.0,,,,0.2,1
2026-08-28,2026-08-28 15:24,1,True,406,Kovačić,MCI,MID,5.5,0.1,1.0,1,1,1.0,27,0,0,0,0.0,0.01,0.01,2,6.67,0,2.0,Available,,797,1229,0.0,,,,-20.7,-2
2026-08-28,2026-08-28 15:24,1,True,407,Echeverri,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,91,280,0.0,,,,-50.4,-3
2026-08-28,2026-08-28 15:24,1,True,408,Phillips,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,296,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,409,Mukasa,MCI,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,896,2374,0.0,,,,-35.7,-2
2026-08-28,2026-08-28 15:24,1,True,410,Monga,MCI,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,76,269,0.0,,,,-54.8,-3
2026-08-28,2026-08-28 15:24,1,True,411,Haaland,MCI,FWD,15.5,67.8,2.0,2,2,2.0,90,1,0,0,0.74,0.02,0.76,3,3.0,0,4.0,Available,,64943,98065,0.0,1.0,,,-2.5,-1
2026-08-28,2026-08-28 15:24,1,True,412,Lammens,MUN,GKP,5.0,15.6,1.0,1,1,1.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,,32412,84663,0.0,,,,-11.7,-1
2026-08-28,2026-08-28 15:24,1,True,413,Bayindir,MUN,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,578,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,414,Heaton,MUN,GKP,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,201,982,0.0,,,,-15.2,-1
2026-08-28,2026-08-28 15:24,1,True,415,Dorgu,MUN,MID,6.0,1.1,0.0,0,0,0.0,45,1,0,0,0.47,0.03,0.5,1,2.0,0,2.2,Available,,4579,26944,0.0,,,,-103.1,-5
2026-08-28,2026-08-28 15:24,1,True,416,De Ligt,MUN,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,113,485,0.0,,,,-28.8,-2
2026-08-28,2026-08-28 15:24,1,True,417,Dalot,MUN,DEF,5.0,2.5,1.0,1,1,1.0,10,0,0,0,0.0,0.0,0.0,3,27.0,0,2.2,Available,,7830,31608,0.0,,,,-43.8,-3
2026-08-28,2026-08-28 15:24,1,True,418,Maguire,MUN,DEF,5.0,17.0,1.0,1,1,1.0,90,1,0,0,0.04,0.4,0.44,4,4.0,0,2.2,Available,,49498,100322,0.0,,,,-11.6,-1
2026-08-28,2026-08-28 15:24,1,True,419,Martinez,MUN,DEF,5.0,1.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,100.0,6605,18576,0.0,,,,-44.4,-3
2026-08-28,2026-08-28 15:24,1,True,420,Yoro,MUN,DEF,5.0,0.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,1510,10211,0.0,,,,-67.2,-3
2026-08-28,2026-08-28 15:24,1,True,421,Heaven,MUN,DEF,4.5,0.4,1.0,1,1,1.0,90,1,0,0,0.12,0.04,0.16,2,2.0,0,1.7,Available,,2977,3985,0.0,,,,-10.2,-1
2026-08-28,2026-08-28 15:24,1,True,422,Mazraoui,MUN,DEF,4.5,0.7,1.0,1,1,1.0,79,1,0,0,0.22,0.05,0.27,5,5.7,0,1.7,Available,,5581,5849,0.0,,,,0.1,1
2026-08-28,2026-08-28 15:24,1,True,423,Shaw,MUN,DEF,4.5,19.6,1.0,1,1,1.0,90,1,0,0,0.0,0.26,0.26,4,4.0,0,1.7,Available,,40117,111258,0.0,,3.0,,-14.2,-1
2026-08-28,2026-08-28 15:24,1,True,424,Amass,MUN,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,853,1902,0.0,,,,-20.0,-2
2026-08-28,2026-08-28 15:24,1,True,425,Fredricson,MUN,DEF,4.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,670,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,426,B.Fernandes,MUN,MID,12.0,48.2,2.0,2,2,2.0,90,1,0,0,0.08,0.26,0.34,6,6.0,0,4.0,Available,,45277,215128,0.0,1.0,1.0,1.0,-14.9,-1
2026-08-28,2026-08-28 15:24,1,True,427,Mbeumo,MUN,MID,8.0,35.8,2.0,2,2,2.0,90,1,0,0,0.5,0.23,0.73,4,4.0,0,2.8,Available,,76564,204900,0.0,2.0,2.0,2.0,-16.4,-1
2026-08-28,2026-08-28 15:24,1,True,428,Cunha,MUN,MID,8.0,9.4,2.0,2,2,2.0,79,1,0,0,0.24,0.21,0.45,3,3.42,0,2.8,Available,,25338,88004,0.0,,,,-30.7,-2
2026-08-28,2026-08-28 15:24,1,True,429,Rashford,MUN,MID,7.0,1.7,1.0,1,1,1.0,45,0,0,0,0.0,0.1,0.1,1,2.0,0,2.5,Available,,14302,20996,0.0,,,,-17.4,-1
2026-08-28,2026-08-28 15:24,1,True,430,Mount,MUN,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Doubtful,75.0,34,674,0.0,,,3.0,-41.7,-3
2026-08-28,2026-08-28 15:24,1,True,431,Amad,MUN,MID,5.9,1.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,1569,54451,-0.1,,4.0,,-16.4,-1
2026-08-28,2026-08-28 15:24,1,True,432,Mainoo,MUN,MID,5.5,0.9,1.0,1,1,1.0,23,0,0,0,0.07,0.01,0.08,1,3.91,0,2.0,Available,,3314,13167,0.0,,,,-51.8,-3
2026-08-28,2026-08-28 15:24,1,True,433,Ugarte,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,22,84,0.0,,,,-31.7,-2
2026-08-28,2026-08-28 15:24,1,True,434,J.Fletcher,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,41,162,0.0,,,,-47.3,-3
2026-08-28,2026-08-28 15:24,1,True,435,Lacey,MUN,MID,5.0,0.0,1.0,1,1,1.0,10,0,0,0,0.0,0.0,0.0,1,9.0,0,1.5,Available,,310,561,0.0,,,,-22.3,-2
2026-08-28,2026-08-28 15:24,1,True,436,Collyer,MUN,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,59,228,0.0,,,,-46.2,-3
2026-08-28,2026-08-28 15:24,1,True,437,Bendito Mantato,MUN,MID,4.5,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,941,2294,0.0,,,,-29.5,-2
2026-08-28,2026-08-28 15:24,1,True,438,Fletcher,MUN,MID,4.5,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1288,3857,0.0,,,,-32.6,-2
2026-08-28,2026-08-28 15:24,1,True,439,Šeško,MUN,FWD,7.0,1.8,1.0,1,1,1.0,23,0,0,0,0.04,0.0,0.04,0,0.0,0,2.2,Available,100.0,28834,14439,0.0,,,,7.3,1
2026-08-28,2026-08-28 15:24,1,True,440,Zirkzee,MUN,FWD,5.5,0.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.8,Available,,1995,12510,0.0,,,,-102.9,-5
2026-08-28,2026-08-28 15:24,1,True,441,Obi,MUN,FWD,4.5,1.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,6089,11097,0.0,,,,-17.8,-1
2026-08-28,2026-08-28 15:24,1,True,442,Pope,NEW,GKP,5.0,1.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,,2595,11619,0.0,,,,-33.2,-2
2026-08-28,2026-08-28 15:24,1,True,443,Gillespie,NEW,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,156,219,0.0,,,,-5.8,-1
2026-08-28,2026-08-28 15:24,1,True,444,Jaouen,NEW,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,117,338,0.0,,,,-35.2,-2
2026-08-28,2026-08-28 15:24,1,True,445,Thiaw,NEW,DEF,5.0,1.8,3.0,3,3,3.0,90,1,0,0,0.0,0.0,0.0,15,15.0,0,2.2,Available,,18536,10252,0.0,,,,4.1,1
2026-08-28,2026-08-28 15:24,1,True,446,Schär,NEW,DEF,5.0,0.3,1.0,1,1,1.0,1,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,100.0,1832,1800,0.0,,,2.0,0.2,1
2026-08-28,2026-08-28 15:24,1,True,447,Botman,NEW,DEF,5.0,0.5,3.0,3,3,3.0,90,1,0,0,0.0,0.01,0.01,10,10.0,0,2.2,Available,,8465,3140,0.0,,,,3.0,1
2026-08-28,2026-08-28 15:24,1,True,448,Burn,NEW,DEF,5.0,1.6,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,6237,72306,0.0,,,,-79.1,-3
2026-08-28,2026-08-28 15:24,1,True,449,Hall,NEW,DEF,5.0,4.1,3.0,3,3,3.0,90,1,0,0,0.0,0.35,0.35,11,11.0,0,2.2,Available,,50635,18434,0.0,,1.0,1.0,16.3,1
2026-08-28,2026-08-28 15:24,1,True,450,Livramento,NEW,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,88,1201,0.0,,,,-62.8,-3
2026-08-28,2026-08-28 15:24,1,True,451,A.Murphy,NEW,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Unavailable,0.0,0,3209,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,452,Bruno G.,ARS,MID,6.9,2.7,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.8,Doubtful,75.0,818,121143,-0.1,4.0,5.0,,-8.8,-1
2026-08-28,2026-08-28 15:24,1,True,453,Barnes,NEW,MID,6.0,1.1,2.0,2,2,2.0,90,1,0,0,0.07,0.02,0.09,8,8.0,0,2.2,Available,,13346,9642,0.0,,,,2.4,1
2026-08-28,2026-08-28 15:24,1,True,454,Elanga,NEW,MID,6.0,2.1,9.0,9,9,9.0,75,1,1,0,0.22,0.01,0.23,2,2.4,2,2.2,Available,,88670,11155,0.0,,4.0,,37.2,2
2026-08-28,2026-08-28 15:24,1,True,455,Tonali,TOT,MID,5.5,3.7,2.0,2,2,2.0,90,1,0,0,0.04,0.06,0.1,4,4.0,0,2.0,Available,,13245,49344,0.0,,2.0,5.0,-44.6,-3
2026-08-28,2026-08-28 15:24,1,True,456,J.Ramsey,NEW,MID,5.0,0.3,0.0,0,0,0.0,34,0,0,0,0.06,0.01,0.07,6,15.88,0,1.5,Available,,1387,4428,0.0,,,,-37.3,-2
2026-08-28,2026-08-28 15:24,1,True,457,J.Murphy,NEW,MID,6.0,0.2,0.0,0,0,0.0,14,0,0,0,0.0,0.0,0.0,2,12.86,0,2.2,Available,,686,2494,0.0,,2.0,,-55.0,-3
2026-08-28,2026-08-28 15:24,1,True,458,Joelinton,NEW,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,47,1037,0.0,,,,-71.5,-3
2026-08-28,2026-08-28 15:24,1,True,459,L.Miley,NEW,MID,5.5,0.1,3.0,3,3,3.0,75,1,0,0,0.05,0.01,0.06,13,15.6,0,2.0,Available,100.0,1312,499,0.0,,3.0,,0.4,1
2026-08-28,2026-08-28 15:24,1,True,460,Willock,NEW,MID,5.0,0.2,6.0,6,6,6.0,34,0,1,0,0.09,0.17,0.26,3,7.94,0,1.5,Available,,8108,1823,0.0,,,,3.0,1
2026-08-28,2026-08-28 15:24,1,True,461,Touré,NEW,MID,6.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,486,4199,0.0,,,,-87.1,-3
2026-08-28,2026-08-28 15:24,1,True,462,Steur,NEW,MID,5.0,0.1,1.0,1,1,1.0,55,1,0,0,0.0,0.0,0.0,2,3.27,0,1.5,Available,,734,950,0.0,,,,-3.3,-1
2026-08-28,2026-08-28 15:24,1,True,463,Woltemade,NEW,FWD,6.0,1.5,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,6973,29284,0.0,1.0,,,-73.6,-3
2026-08-28,2026-08-28 15:24,1,True,464,Wissa,NEW,FWD,6.0,3.5,4.0,4,4,4.0,90,1,0,1,1.0,0.02,1.02,8,8.0,0,2.0,Available,,143378,22448,0.0,3.0,,,56.1,3
2026-08-28,2026-08-28 15:24,1,True,465,Osula,NEW,FWD,6.0,0.9,4.0,4,4,4.0,55,1,0,1,0.06,0.14,0.2,5,8.18,0,0.0,Injured,0.0,20314,23795,0.0,2.0,,,-6.8,-1
2026-08-28,2026-08-28 15:24,1,True,466,Neave,NEW,FWD,4.5,0.8,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,6181,7787,0.0,,,,-4.3,-1
2026-08-28,2026-08-28 15:24,1,True,467,Sels,NFO,GKP,5.0,1.5,2.0,2,2,2.0,90,1,0,0,0.0,0.0,0.0,0,0.0,0,2.6,Available,,3089,10807,0.0,,,,-20.8,-2
2026-08-28,2026-08-28 15:24,1,True,468,John,NFO,GKP,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,171,448,0.0,,,,-18.7,-1
2026-08-28,2026-08-28 15:24,1,True,469,N.Williams,NFO,DEF,5.0,8.9,2.0,2,2,2.0,90,1,0,0,0.0,0.02,0.02,6,6.0,0,2.2,Available,,13746,75896,0.0,,1.0,2.0,-29.9,-2
2026-08-28,2026-08-28 15:24,1,True,470,Morato,NFO,DEF,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,226,633,0.0,,,,-41.7,-3
2026-08-28,2026-08-28 15:24,1,True,471,Milenković,NFO,DEF,5.5,1.8,2.0,2,2,2.0,90,1,0,0,0.11,0.02,0.13,7,7.0,0,2.5,Available,,2515,15740,0.0,,,,-32.8,-2
2026-08-28,2026-08-28 15:24,1,True,472,Murillo,NFO,DEF,5.5,1.6,4.0,4,4,4.0,90,1,0,0,0.0,0.28,0.28,14,14.0,0,2.5,Available,100.0,8271,10954,0.0,,,3.0,-5.6,-1
2026-08-28,2026-08-28 15:24,1,True,473,Aina,NFO,DEF,4.5,3.5,5.0,5,5,5.0,73,1,0,0,0.04,0.17,0.21,2,2.47,0,1.7,Available,,16994,21330,0.0,,,,-4.0,-1
2026-08-28,2026-08-28 15:24,1,True,474,Jair Cunha,NFO,DEF,4.5,0.2,1.0,1,1,1.0,90,1,0,0,0.0,0.0,0.0,8,8.0,0,1.7,Available,,252,1473,0.0,,,,-24.0,-2
2026-08-28,2026-08-28 15:24,1,True,475,Savona,NFO,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Injured,0.0,97,48,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,476,O.Richards,NFO,DEF,4.0,0.2,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,482,1912,0.0,,,,-22.8,-2
2026-08-28,2026-08-28 15:24,1,True,477,Abbott,NFO,DEF,4.0,0.3,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,966,2115,0.0,,,,-14.7,-1
